Date,AAPL,BAC,DIS,FB,INTC,JNJ,JPM,MSFT,TSLA,V,high_1,high_2,high_3,low_3,low_2,low_1,Total_by_highest,high_3_unit,high_2_unit,high_1_unit,Total_by_lowest,low_3_unit,low_2_unit,low_1_unit
2016-04-05,103.1712320288078,12.391536206162545,92.06227825221104,112.22,28.833609079032154,98.49708916629837,53.286100290258815,50.67642806299017,255.47,75.01939575258292,TSLA,FB,AAPL,MSFT,INTC,BAC,104.06713595679568,0.33622788675476817,0.3091164259395108,0.13578520107618075,95.16723142736612,0.6259796060676996,1.1001886856701992,2.5600062775116252
2016-04-06,104.25170663797935,12.466693362833736,92.51784416521168,113.71,28.99630655972889,98.9219962971672,53.696976663298855,51.196567353959274,265.42,76.22797118110316,TSLA,FB,AAPL,MSFT,INTC,BAC,106.2420678766875,0.3396972938633987,0.3114415849578973,0.13342635304635106,95.86422873615506,0.6241579184620953,1.1020280409240664,2.5632091832238846
2016-04-07,101.97801224302704,12.072118290309986,91.26503790445993,113.64,28.517252866566288,98.78638763837927,52.33651933923296,50.58354604674569,257.2,75.61393689080658,TSLA,FB,AAPL,MSFT,INTC,BAC,104.35113451066177,0.3410903070032367,0.3060868664515481,0.13523993586140717,93.94229758073418,0.6190570183561234,1.0980755874381856,2.593919181417662
2016-04-08,102.09075741963623,12.100302224061682,91.51180277400195,110.63,28.589562857987055,98.63269782508628,52.72000395407033,50.546393240247895,250.07,76.052532812447,TSLA,FB,AAPL,MSFT,INTC,BAC,102.50400858685353,0.3346826267713888,0.30884934341755865,0.1366337539980186,94.07180655779342,0.6203661001796144,1.0968082656023381,2.5914450954987953
2016-04-11,102.42899294946385,12.184854025316772,91.36943842618925,108.99,28.625717853697445,98.51517032080342,53.14001091317792,50.444223022378964,249.92,75.84785471568146,TSLA,FB,AAPL,MSFT,INTC,BAC,102.09020215613916,0.33223081088153805,0.3122310981317526,0.13616384197094958,94.26719006699564,0.6229136818116593,1.0976981206059035,2.5788078071113087
2016-04-12,103.76314420600613,12.466693362833736,92.39446173044067,110.61,28.79745408332177,99.0847266877127,54.12611420847401,50.7600218776102,247.82,76.53011503823322,TSLA,FB,AAPL,MSFT,INTC,BAC,102.75331862077327,0.33008932476953473,0.309656506707571,0.13820961265000575,95.37922951505803,0.6263408747473962,1.104023863117556,2.5502413173811016
2016-04-13,105.26641322746222,12.955214881196474,94.41603546938099,110.51,29.041500304366874,99.32882227353099,56.417891311430644,51.41019599132159,254.53,77.6899575865712,TSLA,FB,AAPL,MSFT,INTC,BAC,104.14595252722347,0.32978531750731155,0.31413734059428544,0.136389885314401,97.30174075047398,0.6308848460520634,1.1168126041551079,2.5035411516459467
2016-04-14,105.3227858157668,13.284027441632935,93.60930416510902,110.84,28.743221589756196,99.3017005417734,57.148338196835155,51.41948419294604,251.86,78.29424530083132,TSLA,FB,AAPL,MSFT,INTC,BAC,103.90404770776286,0.32884320615899887,0.31247458110117543,0.13751561410805324,97.79767488432827,0.6339858416143908,1.1341534858799824,2.454016683169055
2016-04-15,103.20881375434419,13.15250241745835,93.57134033902564,109.64,28.43590412621792,99.60908016835937,56.49093599997109,51.688842040055036,254.51,78.05058089991998,TSLA,FB,AAPL,MSFT,INTC,BAC,103.19832923741902,0.33329947150653844,0.3137490248006172,0.13515949502628452,97.29713416960075,0.6274541424511094,1.1405432340950579,2.4658712864772823
2016-04-18,100.98209651631238,13.31221137538463,96.31422677355029,110.45,28.60764035584225,100.28712346229901,56.85615944267335,52.441186371635354,253.88,79.38586181691412,TSLA,FB,AAPL,MSFT,INTC,BAC,102.62515178701048,0.33875691938597813,0.3097182791218062,0.13474233468175317,98.35889006529106,0.6252012770283925,1.1460678434366132,2.462873805403579
2016-04-19,100.44655692741864,13.575261423733796,97.41517772996848,112.29,28.56244661120427,101.8692244814915,57.814870979766766,52.376168960264216,247.37,78.70360149436236,TSLA,FB,JNJ,MSFT,INTC,BAC,102.13644308047353,0.334207717788312,0.3031924572697881,0.1376297894927619,98.91430507280799,0.6295121556004505,1.154363121376848,2.4287882196231574
2016-04-20,100.65325641786886,14.02620436376094,98.0131079907818,112.42,28.92399656830812,102.68287643421907,58.654884897981944,51.63311283030835,249.97,79.09346453582052,TSLA,FB,JNJ,MSFT,INTC,BAC,102.80562431479487,0.3337318024998856,0.3048260224005066,0.13709061662705507,99.95914704418357,0.6453168103751442,1.1519748179579985,2.3755333101720386
2016-04-21,99.5633863773132,13.998020430009245,97.67143355603133,113.44,28.89688032152533,102.67383585696653,58.070527389658345,51.80958866117287,248.29,78.74258779850818,TSLA,FB,JNJ,MSFT,INTC,BAC,102.8832174935678,0.3340130963740784,0.302313168469581,0.13812238040673916,99.97484075757521,0.6432196776765015,1.1532368390081171,2.38068997583037
2016-04-22,99.29091886717428,14.195307966271118,98.48765581682412,110.56,28.598601606914652,102.44782142565332,58.40835907415793,48.09430801139353,253.75,77.10516302438398,TSLA,FB,JNJ,MSFT,INTC,BAC,102.69121198536806,0.3341252504814247,0.30960929807455395,0.13489814382314358,97.71079359350028,0.6772166162251648,1.1388761233448503,2.2944387405018345
2016-04-25,98.72719298412825,14.054388297512638,99.24693233849185,110.1,28.372632883724748,102.61959239345137,58.070527389658345,48.40081866500032,251.82,76.15974514884799,TSLA,FB,JNJ,MSFT,INTC,BAC,102.34583130831605,0.33244409090976934,0.309857194393933,0.13547485149222468,97.337685770411,0.6703583978893728,1.1435630732534323,2.3085953347785315
2016-04-26,98.0413264930889,14.17651867710332,99.55064294715893,108.76,28.381671632652342,102.07715775829965,58.371836729887704,47.77850915616228,253.74,76.53986161426968,TSLA,FB,JNJ,MSFT,INTC,BAC,102.01040519353228,0.3331153525880706,0.3126468223413396,0.13400909749288284,97.2128013691348,0.6782184646476263,1.1417321552605344,2.2857704251031308
2016-04-27,91.90610979927126,14.11075616501603,99.92079025147196,108.89,28.69802784511821,101.95058967676425,58.536187279103714,47.31409907493987,251.47,76.76403286310811,TSLA,FB,JNJ,MSFT,INTC,BAC,101.70468685802075,0.332529339884078,0.3113377012214796,0.1348135454965082,97.10870593196034,0.684142132617114,1.1279370421787758,2.2939641409323444
2016-04-28,89.09687581542522,13.894679339586355,98.73442068636614,116.73,28.11954791375205,101.68841293644094,58.070527389658345,46.34812610599724,247.71,75.71140265117113,TSLA,FB,JNJ,MSFT,INTC,BAC,103.5514940461376,0.3394404896811634,0.2957008882210731,0.13934505947295572,95.29968169297035,0.6853903972659857,1.1296967028686762,2.2862391990450313
2016-04-29,88.07277379455826,13.678602514156685,98.00361703426096,117.58,27.36933175276156,101.32678984633979,57.70530394695609,46.320261501123895,240.76,75.28255330556716,TSLA,FB,JNJ,MSFT,INTC,BAC,102.71164211900451,0.3378890626219213,0.2911822932443287,0.14220474347760495,93.93906352855429,0.6760113212103734,1.1440915495872597,2.2891973901410845
2016-05-02,87.97881948071726,13.875890050418558,99.04762225155407,118.57,27.667610467372235,101.9325085222592,58.24400852494191,47.00758842133307,241.8,76.4716355820145,TSLA,FB,JNJ,MSFT,INTC,BAC,103.3524712381521,0.3379768068645893,0.2905526165644826,0.14247652500434532,95.19659257791422,0.6750441490755276,1.1469077737447706,2.2868585302039217
2016-05-03,89.42571591386874,13.490709622478708,98.49714677334498,117.43,27.441641744182327,101.87826505874402,57.12094643863249,46.23666768650386,232.32,75.2338204253849,TSLA,FB,JNJ,MSFT,INTC,BAC,101.65223076563527,0.3325937765267256,0.2885470230935742,0.14585088206731417,93.53616861391521,0.6743289348338117,1.1361828553102151,2.311125488858937
2016-05-04,88.49556820684279,13.274632797049035,98.39274625161566,118.06,27.21372113168913,101.45335792787519,56.21701841794441,46.320261501123895,222.56,75.11686151294745,TSLA,FB,JNJ,MSFT,INTC,BAC,100.26918931387843,0.32944265017218194,0.28310234715082283,0.1501755171846969,92.83419819079782,0.6680604065569689,1.1371003833148057,2.3311177946214063
2016-05-05,88.1363680795345,13.199475640377845,99.58860677324233,117.81,27.25930525418777,102.05003602654207,55.91570907771505,46.38527891249503,211.53,75.39951221800462,TSLA,FB,JNJ,MSFT,INTC,BAC,98.73854898666804,0.3225167863112014,0.2793722915051581,0.15559424035466685,92.75426728692861,0.6665495997980151,1.1342214633622407,2.342372525849657
2016-05-06,87.64483106321794,13.255843507881236,100.16755512101396,119.49,27.386940797183964,101.92346794500666,56.24441017614708,46.803247985595206,214.93,75.75038895531694,TSLA,FB,JNJ,MSFT,INTC,BAC,99.6960945226962,0.32604886958414636,0.27811558714173074,0.1546179291283925,93.30966592186633,0.664552639242648,1.135695374094269,2.346378180721814
2016-05-09,87.7109995077221,13.143107772874451,99.97773599059703,119.24,27.168137009190488,102.80944451575446,55.888317319512375,46.50602553361286,208.92,76.23771775713962,TSLA,FB,JNJ,MSFT,INTC,BAC,98.9861835312195,0.32093738727817267,0.27671414383098375,0.1579331538886009,92.59913083829325,0.6637070485369396,1.1361241639666426,2.3484838958561736
2016-05-10,88.30651550825948,13.434341754975316,101.17359651222368,120.5,27.47810904218125,103.66829935474468,56.646155963119554,47.388404687935456,208.69,77.19288220871206,TSLA,FB,JNJ,MSFT,INTC,BAC,99.5741573551289,0.3201690969335253,0.27544718493811593,0.15904636439236652,94.22089713622383,0.6627563413222572,1.1429813333902354,2.337812025694765
2016-05-11,87.44632572970548,13.340395309136326,97.08299425173885,119.52,27.405174446183423,103.39708203716883,56.43615248356576,47.4162692928088,208.96,75.4744471886345,TSLA,FB,JNJ,MSFT,INTC,BAC,99.2603262286345,0.3199971871319436,0.27683045021372854,0.15834023454031793,93.93637256716453,0.6603666770089749,1.1425624839770183,2.34716614189164
2016-05-12,85.39510395007666,13.284027441632935,96.53251877352974,120.28,27.131669711191574,103.27051395563343,56.39963013929554,47.843526567533424,207.28,76.05051347377415,TSLA,FB,JNJ,MSFT,INTC,BAC,99.16420434669719,0.32007911567510167,0.2748148884455636,0.15946900222999033,93.77371803441598,0.65333616173444,1.1520819154959114,2.3530443721839847
2016-05-13,85.56525137880163,13.039766682451564,95.40309494754901,119.81,27.268422078687497,102.66479527971401,55.879186733444826,47.44413389768214,207.61,75.01554692759106,TSLA,FB,JNJ,MSFT,INTC,BAC,98.89378822172748,0.321089580747674,0.27514060657632217,0.15878135000197077,93.09557388522666,0.6540715450442286,1.1380144356059443,2.379786288929828
2016-05-16,88.74133671500107,13.086739905371058,95.25123964321547,118.67,27.70602965467446,103.46036607793653,56.29919369255241,48.140749019515766,208.29,75.96263895570199,TSLA,FB,JNJ,MSFT,INTC,BAC,98.94354874228816,0.3187808449203764,0.2779235098516563,0.15834261325121732,94.1609999847199,0.6519840391802517,1.1328580957326424,2.3983818905138308
2016-05-17,88.37268395276364,13.161897062042248,94.85261946933991,117.35,27.332239850185598,102.90889086553229,56.29919369255241,47.24284501604316,204.66,74.97649158622566,TSLA,FB,JNJ,MSFT,INTC,BAC,97.82610628901921,0.3168696292621448,0.2778756037182764,0.1593310959461533,93.33238566312485,0.6585292484073879,1.1382453612132473,2.36370145385519
2016-05-18,89.38411589018429,13.800732893747368,93.96046955638035,117.65,27.341356674685322,102.6919170114716,58.47227317663083,47.52344001712836,211.17,75.60137704807207,TSLA,FB,JNJ,MSFT,INTC,BAC,98.87796198004835,0.3209534072319856,0.28014722192958874,0.1560795598807412,95.03756004566834,0.6666012954969519,1.158654526869927,2.29547132936992
2016-05-19,89.04382103273436,13.650418580404986,93.4005031216504,116.81,27.013150992695103,102.02291429478448,57.87878508223966,47.06513484868921,215.21,75.0643661042978,TSLA,FB,JNJ,MSFT,INTC,BAC,99.05848103417752,0.3236478187895399,0.28267694271089094,0.15342917930421063,94.0067340308001,0.6657917397030344,1.1600119519096632,2.295576346299633
2016-05-20,90.00798979550919,13.641023935821089,94.70076416500638,117.35,27.487225866680976,102.56011661012515,57.98835211505033,47.3457298497744,220.28,75.83570909626445,TSLA,FB,JNJ,MSFT,INTC,BAC,100.16287687992244,0.32554200141524264,0.28451321369101673,0.15156902863011082,94.72191826075958,0.6668811074149483,1.148678040727979,2.3146336303005692
2016-05-23,91.15175862193816,13.594050712901595,94.1313067737556,115.97,27.560160462678805,102.12307065866155,57.94269918471255,46.79389301430686,216.22,75.38657267056234,TSLA,FB,JNJ,MSFT,INTC,BAC,99.0126015750407,0.3231806516602654,0.28459257157035067,0.1526417561974543,94.32896126814964,0.671946381545339,1.1408854869318494,2.3129961593818296
2016-05-24,92.54129595652542,13.79133824916347,94.44450833894352,117.7,28.316856896156256,102.60564223006928,58.92880248000864,48.25298701994985,217.91,77.50532493963527,TSLA,FB,JNJ,MSFT,INTC,BAC,99.91886908675139,0.32460485575347003,0.28297612315704157,0.152844246228185,96.62902349821107,0.6675166966572833,1.1374735062412893,2.335500291377264
2016-05-25,94.1671491643418,14.016809719177042,94.77669181717314,117.89,28.617712104647293,103.20658041333172,59.823599914629156,48.748704855200344,219.58,77.19288220871208,TSLA,FB,JNJ,MSFT,INTC,BAC,100.42295189364695,0.3243428584090387,0.2839453498844882,0.15244702294326584,97.8287269428588,0.668932143827836,1.1394892620477532,2.326462033868159
2016-05-26,94.91390732374582,13.810127538331267,94.72923703456891,119.47,28.708880349644577,102.79684983383461,59.3762011973189,48.53358202103504,225.12,77.13429919666399,TSLA,FB,JNJ,MSFT,INTC,BAC,101.58324886623845,0.32939806044783837,0.2834274960694134,0.15041348150059,97.30787135361366,0.6683198677528702,1.1298231321749468,2.3487080063411625
2016-05-27,94.85719151417082,13.979231140841447,95.18480294756955,119.38,28.781814945642406,102.9425318176558,59.74142464002116,48.935768189257146,223.04,77.77871232919307,TSLA,FB,JNJ,MSFT,INTC,BAC,101.29286771298388,0.327991634181571,0.2828303672111015,0.1513822150182088,98.05623853918286,0.6679247931693796,1.1356272322688563,2.3381409547554606
2016-05-31,94.39401240264175,13.894679339586355,94.16927059983897,118.81,28.80004859464186,102.60564223006928,59.595335262940246,49.57178352505024,223.23,77.07571618461589,TSLA,FB,JNJ,MSFT,INTC,BAC,101.04992005815575,0.3282792832242591,0.28350565344711653,0.15089059125588816,98.30406154982957,0.6610216172684428,1.1377765703737814,2.3583142666166315
2016-06-01,93.07064351255865,14.007415074593142,93.5049036433797,118.78,28.86386636613996,102.6875883459687,59.97881987777762,49.43148602450765,219.56,77.34910357417368,TSLA,FB,JNJ,MSFT,INTC,BAC,100.5145476308337,0.3262794437960255,0.282074837601262,0.15259996907577839,98.5497985265302,0.6645548310218725,1.1380988404489292,2.3451816532345378
2016-06-02,92.37114852780043,14.082825115371572,93.69472277379664,118.93,28.955034611137243,104.24456454805778,60.0883869105883,49.08541885650258,218.96,78.06186355409223,TSLA,FB,JNJ,MSFT,INTC,BAC,100.9733082042497,0.32287313537484247,0.28300487178522293,0.15371652083219112,98.60042663619478,0.669583954754775,1.1350982418128326,2.33382212798035
2016-06-03,92.56020122638374,13.592659850311785,93.72319564335919,118.47,28.827399068141048,104.49040289575606,59.0201083406842,48.440050354006644,218.99,78.05209971875087,TSLA,FB,JNJ,MSFT,INTC,BAC,100.92711205697017,0.32196613041314176,0.28397375441594264,0.15362514583157552,96.87946081960771,0.6666622633653977,1.1202243230546969,2.3757788366781774
2016-06-06,93.23133830635444,13.68692240128482,93.75166851292173,118.79,28.882100015139414,105.41002041862738,59.60446584900781,48.75805802190319,220.68,78.63792983923187,TSLA,FB,JNJ,MSFT,INTC,BAC,101.57369585013765,0.3212018979054235,0.28502313845199556,0.15342531546453034,97.37668883626989,0.665713475794614,1.123841280992114,2.371526288167576
2016-06-07,93.60944370352105,13.526676064630658,93.34355738252532,117.76,29.064436505133983,105.37359992267208,59.403592955521574,48.72999852179467,232.34,78.69651285127996,TSLA,FB,JNJ,MSFT,INTC,BAC,103.05736286342503,0.32600627019497985,0.2917158142646768,0.14785424071536687,97.18289812345282,0.66477119550898,1.114568292723036,2.3948455052596684
2016-06-08,93.52436998915857,13.602086105409088,93.0493377303791,118.39,29.07355332963371,105.43733579059386,59.57707409080514,48.67387952157763,235.52,79.7217155621217,TSLA,FB,JNJ,MSFT,INTC,BAC,103.73209860446545,0.3279423360066838,0.29206323339377044,0.14681286600496127,97.33634854931515,0.6665885241807155,1.1159781244684601,2.3853289315332247
2016-06-09,94.19550706912929,13.375855983073802,92.85951859996216,118.56,29.119137452132353,106.52995066925287,59.12054478742732,48.28104652005837,229.36,79.34092598380906,TSLA,FB,JNJ,MSFT,INTC,BAC,103.23569677521492,0.32302557833628803,0.29024881009675807,0.1500344389826981,96.58572820612386,0.6668298443365163,1.1056386126923896,2.406966909341385
2016-06-10,93.42039100493776,13.036510799570872,92.38497077391983,116.62,29.210305697129634,106.5390557932417,58.2896614552797,48.15010218621861,218.79,78.28643176694328,TSLA,FB,JNJ,MSFT,INTC,BAC,101.08969125152242,0.31628367174477073,0.2889432665967027,0.15401327186117955,95.7824171207572,0.6630821311678115,1.0930208230146357,2.4490811126115664
2016-06-13,92.01194840049217,12.81970693233289,92.60326277389929,113.95,29.328824415626105,106.33874306548755,57.769218049428986,46.8967778480381,217.87,76.548469076183,TSLA,FB,JNJ,MSFT,INTC,BAC,100.11316487456565,0.3138184070657799,0.29285699831670514,0.15316957340702506,94.54993331839194,0.6720428542359326,1.0745962399594926,2.4584528028464594
2016-06-14,92.12538001964214,12.499214259024567,93.39101216512957,114.94,29.301473942126922,106.63921215711878,56.68267830738978,46.606829680250065,214.96,76.71445427698593,TSLA,FB,JNJ,MSFT,INTC,BAC,100.05166257599296,0.3127419409556404,0.29015620490688754,0.15514772139931918,93.53776889716124,0.668984707026021,1.0640849112449298,2.4944973062240283
2016-06-15,91.82289570190886,12.574624299802997,93.26762973035855,114.6,28.818282243641317,105.99274835391219,56.58224186064666,46.47588534641031,217.7,76.32390086333194,TSLA,FB,JNJ,MSFT,INTC,BAC,100.17593787838635,0.31504022502840356,0.29137852786034424,0.15338529762423267,93.12412228833743,0.6679028030287979,1.0771417197484656,2.4685726870264264
2016-06-16,92.21045373400463,12.546345534511087,93.37203025208785,114.39,28.891216839639146,106.20216620565516,56.810506512335564,47.13060701560909,217.93,76.49964989947624,TSLA,FB,JNJ,MSFT,INTC,BAC,100.21600205312731,0.314544751874659,0.29203019510192413,0.1532846970022902,93.57016543493881,0.6617791944553109,1.0795687602256483,2.485987258934124
2016-06-17,90.11196877972999,12.631181830386819,93.96046955638035,113.02,28.955034611137243,105.14597182295147,56.86529002874091,46.88742468133526,215.47,75.17176829305265,TSLA,FB,JNJ,MSFT,INTC,BAC,99.1066199311731,0.31418740446551885,0.2922981771107565,0.15331851291157797,93.68903004875611,0.666056557705343,1.0785577396929287,2.472427133286096
2016-06-20,89.8945581763592,12.763149401749066,94.50145407806859,113.37,29.328824415626105,106.11111496576692,56.94746530334891,46.83130568111822,219.7,75.51350252999991,TSLA,FB,JNJ,MSFT,INTC,BAC,100.16069742175671,0.3146409228793487,0.294495008737634,0.15196585862806358,94.38108571144934,0.6717805845097516,1.0726772221751473,2.4649372120885076
2016-06-21,90.66022160562157,12.838559442527496,93.78963233900511,114.38,29.46557678312203,105.78333050216922,57.47703929526718,47.87886035183626,219.61,75.50373869465855,TSLA,FB,JNJ,MSFT,INTC,BAC,100.34132604717331,0.31618505981625555,0.29242095368413273,0.15230230263827285,95.41738476582151,0.664297242837792,1.0794221051922173,2.4773647747880796
2016-06-22,90.31992674817162,12.829133187430193,93.76115946944257,113.91,29.438226309622845,106.0382739738563,57.25790522964583,47.69179701777947,196.66,74.72263186735057,TSLA,FB,JNJ,MSFT,INTC,BAC,96.78915967023855,0.30425856640562904,0.28323284367845536,0.1640549843558062,95.24024413075281,0.6656647480016135,1.0784191856425402,2.4745824663110754
2016-06-23,90.83982166927571,13.234462156614248,93.97945146942203,115.08,30.076404024603832,106.87594538082821,58.48140376269838,48.55228835444071,196.4,76.38248387538005,TSLA,FB,JNJ,MSFT,INTC,BAC,97.33275650281408,0.3035692648331386,0.2819278081995542,0.16519476663749844,97.50428593144481,0.6694108505565892,1.0806288084581963,2.455817868470881
2016-06-24,88.28761023840116,12.254131626494674,90.84743581754269,112.08,28.763581296642947,105.28254868278383,54.41829296263581,46.606829680250065,193.15,73.27758423683078,TSLA,FB,JNJ,MSFT,INTC,BAC,95.46638382243067,0.30225453637801125,0.28392333994298913,0.1647534452022274,92.37578749252377,0.6606741839216509,1.0705179180093396,2.5127793712937865
2016-06-27,87.00205188803471,11.48117870851578,89.57564764374926,108.97,28.006884863165492,106.12022008975573,52.60130633519209,45.297386341852516,198.55,71.60796839345996,TSLA,FB,JNJ,MSFT,INTC,BAC,95.72624082205141,0.3006848922259642,0.2928213906642544,0.16070887404021053,88.75835484572625,0.653152878592747,1.0563873285607803,2.576923418147323
2016-06-28,88.46721030205529,11.971343973575566,91.16063738273063,112.7,28.435375614652727,107.64988091987834,54.34524827409536,46.24205617883932,201.79,73.38498642558562,TSLA,FB,JNJ,MSFT,INTC,BAC,97.79910726296704,0.30283082658727994,0.28926089104693,0.16155261619004416,91.09113921964547,0.656625495972426,1.0678147348814606,2.5363662710082675
2016-06-29,89.23287373131765,12.433230473343441,92.04329633916936,114.16,29.110020627632625,108.6514445586491,55.879186733444826,47.27090451615168,210.19,74.9276724095189,TSLA,FB,JNJ,MSFT,INTC,BAC,99.88177448450062,0.30642873606889875,0.2916426491605367,0.1583991856328411,93.65861649413313,0.660438786837906,1.0724670803476735,2.5109756388986497
2016-06-30,90.36718992281745,12.50864051412187,92.84053668692046,114.28,29.903184359108987,110.44515398444763,56.737461823795115,47.860154018430585,212.28,72.418366726792,TSLA,FB,JNJ,MSFT,INTC,BAC,100.79747001259483,0.3042157619300908,0.29400732123613005,0.15827754225958612,95.08777448722016,0.6622612375394263,1.059951490397654,2.5339224349192597
2016-07-01,90.64131633576324,12.348394177467709,93.03984677385824,114.19,29.85760023661035,110.43604886045881,56.36939525341696,47.85080085172774,216.5,72.72104562237385,TSLA,FB,JNJ,MSFT,INTC,BAC,101.43617065978731,0.30616865811016936,0.2961034844259197,0.15617578238612365,94.62721150132212,0.65918236000924,1.0564279641971308,2.5543729314480355
2016-07-05,89.79057919213838,12.00904899396478,92.6886813825869,114.0,29.79378246511225,111.32835101136365,54.79591066505028,47.860154018430585,213.98,72.90655849385949,TSLA,FB,JNJ,MSFT,INTC,BAC,101.25954297830471,0.30318585235599993,0.2960805350242828,0.15773988687152182,93.6991439142424,0.6525897923225764,1.0483075792067431,2.600792784433679
2016-07-06,90.3010214783133,12.122164055132423,93.43846694773379,116.7,30.058170375604373,111.66524059895018,55.38481717765536,48.05657051919022,214.44,72.31096453803715,TSLA,FB,JNJ,MSFT,INTC,BAC,102.23366092759346,0.3051790046130512,0.2920127418668765,0.15891571990237124,94.39867200299696,0.6547746470679534,1.0468442891832634,2.5957596232725835
2016-07-07,90.68857951040907,12.263557881591977,94.07898027753716,115.85,30.26785733909813,111.54687398709547,55.74368208377407,48.05657051919022,215.94,72.7503371283979,TSLA,FB,JNJ,MSFT,INTC,BAC,102.18770067207494,0.30536549948169994,0.2940230202045028,0.1577408858511237,94.9852059889503,0.6588430049748715,1.0460514259379519,2.5817740361608643
2016-07-08,91.38807449516729,12.414377963148835,95.23572823136116,117.24,30.997203299076393,111.8564482027155,56.89389011620586,48.917061855851465,216.78,74.61522967859572,TSLA,FB,JNJ,MSFT,INTC,BAC,102.82342829925362,0.30641484376149836,0.2923445590221017,0.15810718747002123,96.70445143908356,0.6589687917346829,1.0399266293589031,2.596571269381991
2016-07-11,91.67165354304223,12.45208298353805,95.57988464737493,117.87,31.34364263006607,111.92928919462612,57.29876334362185,49.188303690233816,224.78,74.71286803200921,TSLA,FB,JNJ,MSFT,INTC,BAC,104.29478243235343,0.31059723265999495,0.29494296663655845,0.15466201386889913,97.34136660136193,0.6596511724574119,1.03520584966501,2.605758590217383
2016-07-12,92.08756947992549,12.763149401749066,95.7902024571611,117.93,31.854184802050856,111.92018407063729,58.1545181197511,49.768200025809875,224.65,75.65019622477881,TSLA,FB,JNJ,MSFT,INTC,BAC,104.28954492223473,0.31060690195795676,0.2947781026095557,0.15474374200198046,99.06297613334928,0.6634958071082543,1.03662963750759,2.58721346942194
2016-07-13,91.56767455882141,12.668886850776031,95.48428564292665,116.78,31.918002573548954,111.99302506254789,58.117711462713274,50.048795026895064,222.53,75.63066855409609,TSLA,FB,JNJ,MSFT,INTC,BAC,103.64511828602244,0.30848682534213434,0.2958415204830235,0.1552526525053138,99.07142779185996,0.6598322546268514,1.0346452347027746,2.6066859427298814
2016-07-14,93.3825804652211,12.866838207819407,95.57032474693008,117.29,32.091222239043795,112.15691729434674,59.0010712316209,50.26391786106038,221.53,76.29460935730789,TSLA,FB,JNJ,MSFT,INTC,BAC,103.69130340324935,0.30817330428557793,0.29468639953178544,0.15602296664597623,99.9085906977593,0.6625600427323554,1.0377561601689893,2.5882709511091093
2016-07-15,93.37312783029193,12.876264462916712,95.40780643936803,116.86,31.972703520547327,111.99302506254789,59.05628121717762,50.22650519424902,220.4,76.4508307227695,TSLA,FB,JNJ,MSFT,INTC,BAC,103.33777508852054,0.30757205647645347,0.2947623226896016,0.15628822608669168,99.78520673166909,0.662234719469025,1.0403166424712036,2.583182076837262
2016-07-18,94.36565449785425,13.300445942295372,95.74240295493698,119.37,31.954469871547868,112.12049679839143,58.853844603469625,50.46968752852285,226.25,76.46059455811084,TSLA,FB,JNJ,MSFT,INTC,BAC,105.0311213850146,0.312256677367016,0.29329290269753594,0.1547419836243309,101.0230197429369,0.667219108406037,1.0538225184044063,2.531820366054646
2016-07-19,94.40346503757091,13.441839768754926,95.09232972468877,120.61,32.04563811654515,114.04167796003351,58.76182796087508,49.6559620253758,225.26,76.86091180710619,TSLA,FB,JNJ,MSFT,INTC,BAC,105.8415116667259,0.3093650016380228,0.29251723645558936,0.15662125494499082,100.93414545724612,0.6775564057186494,1.049899990446582,2.5029843928523317
2016-07-20,94.48853875193339,13.573807340117177,93.89734216908546,121.92,32.53794663953048,113.94152159615645,58.82623961069126,52.29355503557658,228.36,77.48579726895258,TSLA,FB,JNJ,MSFT,INTC,BAC,106.6792502631373,0.31208772350563346,0.29166461686115847,0.15571794573354544,103.5684509820478,0.6601734567582797,1.0610017090652557,2.543340724454242
2016-07-21,93.98754910068766,13.45126602385223,93.69658425974411,120.61,31.243357560569063,113.95062672014527,58.60539966846436,52.19067020184534,220.5,76.92925865449564,TSLA,FB,JNJ,MSFT,INTC,BAC,105.07606815900144,0.307373088337814,0.29040175817096825,0.15884515216780262,101.8153036003153,0.6502778064007012,1.0862607985599702,2.5230661911865897
2016-07-22,93.25969621114194,13.55495482992257,93.4097872463993,121.0,31.598913716058462,113.84136523227937,58.92745791754526,52.910864037964004,222.27,78.02280821272682,TSLA,FB,JNJ,MSFT,INTC,BAC,105.4368967230634,0.3087246201704519,0.2904597705869515,0.15812134899456126,102.93147010264525,0.6484583205747124,1.0858123270477684,2.5312138966685938
2016-07-25,92.01194840049217,13.545528574825266,93.10387043216487,121.63,31.62626418955765,113.71389349643582,58.77102962513453,53.060514705209435,230.01,77.07571618461589,TSLA,FB,JNJ,MSFT,INTC,BAC,106.8043919565203,0.3130792807355826,0.2927029843419121,0.15478224418723868,103.03434993638028,0.6472757285325544,1.0859576428716076,2.5355070584663246
2016-07-26,91.37862186023811,13.696348656382122,92.434677401027,121.22,31.990937169546786,113.95062672014527,59.01027289588034,53.088574205317954,229.51,76.63634359425514,TSLA,FB,JNJ,MSFT,INTC,BAC,106.68110887825168,0.31206822331409956,0.2933539814064007,0.1549403931248481,103.83093696086911,0.6519352391427145,1.0818786625993684,2.526973662003139
